BuildingType,PrimaryPropertyType,City,State,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFABuilding(s),Electricity(kWh)
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98136.0,1,SOUTHWEST,47.54635,-122.38691,1987,4,54871,415860.4063
NonResidential,Warehouse,Seattle,WA,98122.0,3,CENTRAL,47.60192,-122.31641,1926,1,20000,37885.10156
NonResidential,Warehouse,Seattle,WA,98122.0,3,CENTRAL,47.60224,-122.31529,1954,1,42000,177045.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61833,-122.31111,1928,4,22553,218891.5938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61785,-122.31068,1909,3,27504,65734.89844
Multifamily LR (1-4),Senior Care Community,Seattle,WA,98122.0,3,Central,47.61806,-122.30984,1988,4,63998,477885.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,Central,47.61867,-122.30907,1920,3,24084,137161.2031
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,CENTRAL,47.61799,-122.3032,2004,6,282607,924846.375
NonResidential,Self-Storage Facility,Seattle,WA,98122.0,3,CENTRAL,47.61234,-122.31628,1962,1,24248,32752.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.70349,-122.33279,1970,9,127230,1039199.813
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.70198,-122.32285,1967,4,20132,194226.5938
NonResidential,Senior Care Community,Seattle,WA,98133.0,5,NORTH,47.70178,-122.32352,2009,6,244500,1857741.375
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98125.0,5,North,47.71642,-122.31292,1980,4,33034,188781.2969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.72917,-122.2937,1979,4,88096,797566.1875
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.55608,-122.3388,1932,1,24617,31335.90039
NonResidential,Other,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.55768,-122.33137,2009,3,42355,951087.625
NonResidential,Retail Store,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.55772,-122.33017,1964,1,37247,219225.7969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62455,-122.32636,1966,4,38521,259625.7031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.6239,-122.32514,1963,4,23968,176527.7969
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62229,-122.32764,1967,6,51568,351078.3125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62915,-122.32058,1986,4,21312,123605.3984
NonResidential,Retail Store,Seattle,WA,98117.0,6,BALLARD,47.69274,-122.37602,1993,1,25384,530922.6875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98103.0,6,LAKE UNION,47.66209,-122.3575,1967,6,29840,199172.0
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58462,-122.3347,1910,3,49052,422463.5
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58318,-122.3347,1900,2,52110,38137.19922
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98104.0,2,GREATER DUWAMISH,47.58292,-122.33468,1910,2,20970,34489.89844
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57595,-122.33624,1937,2,39036,266278.5938
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57529,-122.33475,1923,1,26310,165033.9063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.56445,-122.38712,1996,6,20078,279107.8125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.66391,-122.31495,2000,6,29866,181382.2031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98118.0,2,SOUTHEAST,47.5488,-122.28606,1964,3,191330,1712847.875
NonResidential,Retail Store,Seattle,WA,98118.0,2,SOUTHEAST,47.54723,-122.28455,1966,1,37883,1570918.75
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98118.0,2,SOUTHEAST,47.5472,-122.27633,1969,3,27320,263721.3125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.72708,-122.35455,1985,4,29063,252199.7031
NonResidential,K-12 School,Seattle,WA,98126.0,1,DELRIDGE,47.53887,-122.37564,1962,3,29874,85064.10156
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.6418,-122.39786,1948,2,22252,120291.1016
NonResidential,Worship Facility,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.64,-122.39743,1965,1,20140,35870.39844
NonResidential,Self-Storage Facility,Seattle,WA,98133.0,6,NORTHWEST,47.70281,-122.35623,1990,2,40485,133637.7031
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62424,-122.36169,2003,5,52020,308583.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62402,-122.32757,1991,7,30130,353076.1875
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98144.0,3,CENTRAL,47.60104,-122.30155,1971,2,39953,330758.6875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98144.0,3,CENTRAL,47.60058,-122.3017,2010,4,157724,405806.8125
Multifamily LR (1-4),Senior Care Community,Seattle,WA,98144.0,3,CENTRAL,47.60073,-122.30257,2001,4,94370,809818.125
NonResidential,Retail Store,Seattle,WA,98144.0,3,CENTRAL,47.60009,-122.3017,1998,2,21200,491332.4063
NonResidential,Supermarket / Grocery Store,Seattle,WA,98144.0,3,CENTRAL,47.59881,-122.30189,1980,1,30630,1775642.75
NonResidential,Retail Store,Seattle,WA,98144.0,3,CENTRAL,47.59881,-122.30189,1980,2,23421,555869.3125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,6,NORTHWEST,47.69583,-122.35566,2006,4,30386,212040.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98115.0,4,NORTHEAST,47.6775,-122.3171,1988,5,80701,562823.0
SPS-District K-12,K-12 School,Seattle,WA,98117.0,6,BALLARD,47.6763,-122.38051,1931,3,117116,302358.8125
NonResidential,Worship Facility,Seattle,WA,98117.0,6,BALLARD,47.67628,-122.38238,1928,2,24120,100909.2031
NonResidential,Worship Facility,Seattle,WA,98117.0,6,BALLARD,47.6764,-122.38502,1929,3,35736,62454.89844
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98117.0,6,BALLARD,47.6763,-122.38726,1988,4,46686,244633.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,5,NORTH,47.69834,-122.32788,1995,2,20261,143315.2031
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57298,-122.33644,1941,1,51050,230672.2031
NonResidential,Retail Store,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57044,-122.33475,1954,2,21900,168299.2031
NonResidential,Distribution Center,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57227,-122.33843,1952,1,16300,40497.89844
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57339,-122.33735,1964,1,33462,406343.8125
NonResidential,Mixed Use Property,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57506,-122.33862,1952,1,35310,165367.7031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,6,LAKE UNION,47.65806,-122.35467,1966,4,23420,123502.2031
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98115.0,6,BALLARD,47.67624,-122.40974,1968,7,239054,1437784.625
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98101.0,3,EAST,47.61174,-122.32611,1960,10,101706,592280.875
NonResidential,Other,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.54089,-122.32323,1962,3,36140,1363872.875
NonResidential,Other,Seattle,WA,98144.0,3,DOWNTOWN,47.59886,-122.31678,1991,2,26579,855325.625
NonResidential,Warehouse,Seattle,WA,98104.0,2,DOWNTOWN,47.59774,-122.31936,1930,1,23903,48871.19922
NonResidential,Self-Storage Facility,Seattle,WA,98115.0,4,NORTHEAST,47.67923,-122.31715,1947,3,22522,40037.80078
NonResidential,Self-Storage Facility,Seattle,WA,98115.0,4,NORTHEAST,47.67905,-122.31697,1996,4,38959,154136.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98112.0,3,Central,47.61945,-122.30702,1926,3,20809,93702.70313
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98112.0,3,Central,47.61997,-122.30709,1978,3,20739,239244.0
NonResidential,Warehouse,Seattle,WA,98144.0,3,GREATER DUWAMISH,47.5867,-122.30519,1928,2,25955,357008.1875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98144.0,2,GREATER DUWAMISH,47.5721,-122.30877,1925,3,25120,89109.89844
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98144.0,2,GREATER DUWAMISH,47.5882,-122.31551,1971,15,73898,631404.3125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.55401,-122.31379,2001,3,29353,192884.0938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,4,NORTHEAST,47.67542,-122.26558,1972,2,136752,803639.6875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,4,NORTHEAST,47.68341,-122.26403,1977,3,120701,857081.375
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,6,NORTHWEST,47.69093,-122.35297,2006,4,54238,403017.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98126.0,1,DELRIDGE,47.56656,-122.37111,2002,6,41310,280844.9063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.56013,-122.38642,2014,7,84970,595671.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.56016,-122.38583,2008,7,156605,611020.125
Multifamily MR (5-9),Mixed Use Property,Seattle,WA,98116.0,1,SOUTHWEST,47.56028,-122.38371,1991,5,163699,1206438.625
Campus,K-12 School,Seattle,WA,98104.0,3,EAST,47.60776,-122.32481,1923,4,46100,321668.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.61984,-122.32764,1978,5,51910,382124.6875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62501,-122.3639,1987,4,20506,158690.4063
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62435,-122.36293,1963,11,52334,352221.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62762,-122.35515,1963,4,48423,288153.6875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.70625,-122.3424,1984,3,20980,115869.3984
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.71178,-122.35504,1986,3,30200,214012.5938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.71122,-122.35496,1999,3,28190,169119.0
NonResidential,Worship Facility,Seattle,WA,98133.0,5,NORTHWEST,47.70901,-122.35498,1951,2,21936,22570.19922
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,CENTRAL,47.61598,-122.3077,2003,7,109884,891795.8125
NonResidential,Other,Seattle,WA,98125.0,5,NORTH,47.7162,-122.2956,1960,1,25406,557402.375
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62744,-122.326,1966,5,30517,189171.0938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62698,-122.36279,1929,3,25368,149667.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.70722,-122.3192,1967,3,151450,1266454.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.70657,-122.31942,1978,4,37760,294448.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98106.0,1,DELRIDGE,47.52141,-122.36426,1979,3,64618,438360.4063
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61511,-122.35189,2001,12,162865,1214630.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.71537,-122.35594,1989,4,37580,326935.5938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.71356,-122.35599,1967,3,25914,134550.0938
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98118.0,2,SOUTHEAST,47.56029,-122.2858,1967,2,23250,265016.4063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98118.0,2,SOUTHEAST,47.56052,-122.28446,1967,5,36765,444727.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.66065,-122.31795,1996,6,71421,513827.9063
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.55966,-122.33146,1960,1,30000,176070.9063
Nonresidential COS,Warehouse,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.56522,-122.32205,1962,1,45036,289841.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.55829,-122.3811,1986,3,24664,216552.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62413,-122.32287,1925,3,34580,92397.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.6248,-122.32232,1965,4,27580,137685.4063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62442,-122.3226,1960,5,40721,332071.6875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98104.0,3,EAST,47.62464,-122.32333,1965,4,41396,348036.1875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98112.0,3,EAST,47.62328,-122.32343,1930,4,41241,97308.79688
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62497,-122.3155,1910,3,22532,136143.5938
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98112.0,3,EAST,47.62383,-122.31516,1971,11,78199,881548.6875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98112.0,3,EAST,47.62326,-122.31498,1928,3,21407,52098.80078
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62351,-122.31538,1985,4,63505,423026.8125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.623,-122.31514,1907,3,35647,170936.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98112.0,3,EAST,47.62212,-122.31481,1926,4,22284,127595.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62263,-122.31586,1910,3,35656,181432.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62294,-122.3165,1925,3,20640,48253.19922
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62394,-122.31595,1953,7,42182,152773.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62325,-122.31602,1987,4,32288,194221.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98126.0,1,SOUTHWEST,47.54155,-122.38686,1987,4,31488,165478.7969
SPS-District K-12,K-12 School,Seattle,WA,98116.0,1,SOUTHWEST,47.57269,-122.39673,1962,1,51410,252658.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98146.0,1,SOUTHWEST,47.50224,-122.37649,1979,3,31457,157697.7969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98104.0,3,EAST,47.60675,-122.32345,1909,3,43162,328751.5938
NonResidential,Mixed Use Property,Seattle,WA,98101.0,7,DOWNTOWN,47.61376,-122.33445,2009,39,962428,6056265.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.57915,-122.40976,1963,4,20790,152505.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.58279,-122.38728,1988,4,30649,347841.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98126.0,1,SOUTHWEST,47.57519,-122.37143,2004,4,53919,345129.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.724,-122.35498,1988,3,166858,1212089.75
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62052,-122.32286,1978,3,27317,237484.2969
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62285,-122.32281,1963,5,28922,293924.0938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63007,-122.35854,1921,4,104064,272925.6875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.7101,-122.33174,1988,4,44352,302646.5
NonResidential,University,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65019,-122.36173,1959,2,122679,1788779.625
Campus,University,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65019,-122.36173,1945,2,537000,6629278.0
Multifamily LR (1-4),Senior Care Community,Seattle,WA,98125.0,5,NORTH,47.70953,-122.31075,1995,2,31680,442138.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,5,NORTH,47.7113,-122.30127,1986,3,21303,174340.0938
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98125.0,5,NORTH,47.70868,-122.30089,1980,4,23022,253588.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.70928,-122.30045,2002,5,57756,447574.5
NonResidential,Refrigerated Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.56173,-122.32885,1967,1,27263,724103.625
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.56318,-122.32889,1962,1,31569,235929.7969
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.56362,-122.32876,1956,1,22509,52113.89844
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.56424,-122.32902,1956,1,39984,128166.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.7095,-122.30032,1997,4,55977,298895.1875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98118.0,2,GREATER DUWAMISH,47.53084,-122.28114,1968,2,91907,821759.125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,5,NORTHWEST,47.69991,-122.35498,1978,4,20844,164044.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62413,-122.31698,1998,3,26578,157819.5938
SPS-District K-12,K-12 School,Seattle,WA,98102.0,3,EAST,47.62442,-122.31838,1925,2,73769,259822.5938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62397,-122.31962,1984,4,24620,306042.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62176,-122.31913,1925,3,21512,136013.7969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62176,-122.31958,1900,3,32960,41814.60156
NonResidential,Worship Facility,Seattle,WA,98102.0,3,EAST,47.62322037,-122.320017,1906,1,26440,65467.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,NORTHEAST,47.64251,-122.3149,1958,4,21312,253144.4063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63709,-122.3438,2004,5,71592,560110.3125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,4,LAKE UNION,47.66412,-122.34021,1990,3,21871,227897.7031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,4,LAKE UNION,47.66164,-122.34247,2007,4,158180,347418.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61499,-122.32591,1919,5,40281,298296.3125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98126.0,1,SOUTHWEST,47.51715,-122.37647,1981,4,42084,295585.1875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62801,-122.36626,1968,5,19828,164855.2969
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62936,-122.35859,1974,9,53820,539161.375
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61146,-122.34264,1994,27,191427,1680240.25
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63132,-122.35421,1988,3,22392,137448.2969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.55728,-122.38646,1984,4,26261,58633.19922
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,4,NORTHEAST,47.6836,-122.28746,1948,2,233540,1422927.625
SPS-District K-12,K-12 School,Seattle,WA,98115.0,4,NORTHEAST,47.68503,-122.28267,1961,1,43578,328289.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61625,-122.31726,2001,6,65867,458333.5
NonResidential,Self-Storage Facility,Seattle,WA,98144.0,3,GREATER DUWAMISH,47.59291,-122.31042,1956,2,28800,198903.4063
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61477,-122.35129,2002,12,205779,1470057.625
NonResidential,K-12 School,Seattle,WA,98122.0,3,CENTRAL,47.61791,-122.28594,2009,2,28500,210289.2969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,CENTRAL,47.60583,-122.30421,1968,3,29581,157013.0938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,4,NORTHEAST,47.68037,-122.31785,1968,4,24288,191380.2969
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61123,-122.34446,1989,7,87645,482449.0938
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61124,-122.34339,1982,21,185506,3111202.25
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98101.0,3,EAST,47.61137,-122.32669,1927,12,82320,427365.8125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.61875,-122.32703,2003,6,38171,417185.9063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,LAKE UNION,47.61933,-122.34413,2009,7,138125,780921.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98112.0,3,Central,47.62493,-122.307,1907,2,20736,130698.6016
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98112.0,3,Central,47.62463,-122.30704,1909,3,29243,200329.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,DOWNTOWN,47.61837,-122.35363,2005,6,79644,624799.6875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62487,-122.32768,1966,6,46351,313922.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,6,NORTHWEST,47.69125,-122.35104,1998,4,30174,252914.7031
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.6189,-122.32318,2000,5,44520,373756.6875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.67069,-122.31239,1960,4,20884,238321.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.67058,-122.31275,1978,4,31900,232917.7969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98126.0,1,DELRIDGE,47.51996,-122.36712,1990,2,89549,792125.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98126.0,1,DELRIDGE,47.51789,-122.36689,1997,3,36260,317111.5938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63107,-122.3454,1989,4,29280,126549.7969
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.6156,-122.32415,2001,6,119486,759603.6875
NonResidential,Restaurant,Seattle,WA,98109.0,3,LAKE UNION,47.62902,-122.33173,1978,2,26519,636151.6875
NonResidential,Mixed Use Property,Seattle,WA,98109.0,3,LAKE UNION,47.62774,-122.33384,1988,2,19237,1946759.75
NonResidential,Other,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62643,-122.33946,1921,2,26300,450739.5938
NonResidential,Restaurant,Seattle,WA,98109.0,7,LAKE UNION,47.63734,-122.33988,1962,2,34072,780828.6875
